web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href,
"1582055899-1459","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Moritz","Miserable Akku-Lebensdauer","24. Januar 2017","Ich habe mittlerweile die dritte Zahnbürste dieser Art im Einsatz. Anfänglich funktioniert diese genau wie der Akku wunderbar.
Jedoch schon nach einigen Monaten merkt man den Unterschied, wenn man einmal nicht lädt und sie am Morgen und Abend nutzt ohne dazwischen zu laden. Nach nun einem Jahr kann ich nicht einmal mehr drei Mal á zweieinhalb Minuten putzen ohne starke Leistungseinbußen hinzunehmen.","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&filterByStar=critical&pageNumber=25&reviewerType=all_reviews","null"
"1582055866-1340","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Amazon Kunde","Schwacher Akku","5. Januar 2018","Die zahnbürste ist gut, aber der Akku ist nach wenigen Wochen so schwach dass man sie fast täglich laden muss...","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&filterByStar=critical&pageNumber=14&reviewerType=all_reviews","null"
"1582055888-1412","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Esionov","Beschieß beim Amazon Braun Oral-B Pro 600","16. Januar 2018","Ich weis nicht wie gut diese Produkt ist. Nun weiß ich das er kostet beim Rossman viel billiger. Er ist dort auch reduziert aber nicht so Fresch wie hier. Originalpreis war 34 Euro und ich habe ihn heute gekauft. In der Zukunft handle ich ganz forsichtig beim Amazon","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&filterByStar=critical&pageNumber=21&reviewerType=all_reviews","null"
"1582055860-1320","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Katharina Beier","Akku lässt schnell nach","16. August 2019","Hallo,
ich bin begeistert vom Putzergebnis. Einzig der nun nach 8 Monaten immer schneller schwächer werdende Akku nervt. Ich bitte um Kontaktaufnahme bezüglich Reklamation.","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&filterByStar=critical&pageNumber=12&reviewerType=all_reviews","null"
"1582055836-1257","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","A. Edenhardter","Altbewährt","30. Juli 2018","Ich kaufe diese Zahnbürste nun zum 3. oder 4. mal. Die Putzleistung ist top, auch das Handling. Leider hält der Akku einfach nicht ewig. Was mich auch stört, ist dass die Ladestation immer sehr schnell ganz hartnäckig verkalkt. Die Zahnbürste an sich tut aber bei sehr gutem Preis-Leistungsverhältnis das, was sie soll.","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&filterByStar=critical&pageNumber=5&reviewerType=all_reviews","null"
"1582055854-1307","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Niklaus","Batter does not last that long. Changing cable is short. Otherwise good for its money.","18. November 2019","It's good for its price. I bought it when it was still priced at 22euros.
However, after one year of use the battery runs out in just a few days, which is pretty irritating.

Also, the charging cable is pretty short.","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&filterByStar=critical&pageNumber=10&reviewerType=all_reviews","null"
"1582055846-1298","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Anke A.","Ladestation defekt","27. Oktober 2019","Leider ist nach 2,5 Monaten !!! die Ladestation ohne Funktion. Die Bürste lässt sich auf einer anderen Ladestation normal laden. Die Oral b wurde über Amazon direkt gekauft, Ich habe keine Ahnung wie die Reklamation nun abzuwickeln ist.","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&filterByStar=critical&pageNumber=9&reviewerType=all_reviews","null"
"1582055860-1322","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","gina str.","Naja...","2. Oktober 2018","Der Akku gibt bereits nach 8 Monaten extrem nach, nicht das was man sich eigentlich erhofft.","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&filterByStar=critical&pageNumber=12&reviewerType=all_reviews","null"
"1582055894-1434","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Dsingis","Absolut nicht zu empfehlen","2. August 2017","Diese Zahnbürste ist sehr laut und reinigt die Zähne im Vergleich zu einer Handzahnbürste mit ordernlicher Putztechnik nicht mal halb so gut.
Außerdem schafft diese Zahnbürste es nicht die Zahnpasta ordentlich zum schäumen zu bringen, was sich in einer wässrigen Speichel-Zanhapstaplörre äußert.

Über den Akku kann ich nichts sagen, da ich sie definitiv nicht mehr benutzen werde.

Absolut nicht zu empfehlen.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&filterByStar=critical&pageNumber=23&reviewerType=all_reviews","null"
"1582055885-1401","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Kemptener","Technische Fehlkonstruktion","18. Januar 2018","Hallo,

da meine bisherige Zahnbürste den Geist aufgegeben hatte nach 1,5 Jahren wollte ich mir die OralB Pro600 kaufen - günstiger Preis / Gute Bewertung / Amazon Choice. Ich habe mir keine Illusion gemacht und mir ist klar, dass man für diesen Preis kein Gerät kauft das mehrere Jahre hält.

Leider musste ich das Gerät bereits nach ein paar Tagen zurücksenden. Der Akku war derart schwach, dass nicht einmal das morgentliche Zähneputzen gelingt. Auf halben Wege also doch die Handzahnbürste ....
Gut, kann ein Montagsmodell sein. Austausch klappt gut.

Nun das böse erwachen, auch das neue Gerät ist nicht viel besser - immerhin hält der Akku zwei mal putzen durch. Aber auch hier zeigt sich nach wenigen Tagen eine abnehmende Kapazität.

Da ich bisher nie Probleme mit elektrischen Zahnbürsten hatte, kann ich einen Bedienfehler ausschließen (Was kann man da auch falsch machen?). Leider werde ich nun auch das zweite Gerät zurücksenden und ein Produkt der Konkurrenz nehmen müssen.
Dieses Gerät scheint eine komplette Fehlkonstruktion zu sein und der günstige Preis ergibt sich wohl aufgrund der Verwendung der günstigsten Komponenten.

Und nein lieber Kundenservice: Wegen einem Gerät für 25 EUR gehe ich sicherlich nicht zu irgendeinem Kundendienst und lasse das Gerät checken - die Textbausteine könnt ihr euch sparen.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&filterByStar=critical&pageNumber=20&reviewerType=all_reviews","null"
"1582055846-1297","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Petar Kostic","Gut aber für disen Preis geht mehr","14. Januar 2018","Habe die Zahnbürste um die 10 mal benuztz und muss sagen ist ok aber der druck ist zu stark es schmertz beim benuzen .","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&filterByStar=critical&pageNumber=9&reviewerType=all_reviews","null"
"1582055873-1367","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Philipp Stickler","Qualität mangelhaft","8. September 2016","Katastrophe - Gerät nach 4 Monaten am kaputt gehen. Drehzahl sehr niedrig und bleibt oft stecken,  bereits das zweite Mal bei dieser Produktserie. In Zukunft kaufe ich keine Oral-B Zahnbürsten mehr.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&filterByStar=critical&pageNumber=16&reviewerType=all_reviews","null"
"1582055843-1289","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Caso Limite","Rezession","11. September 2018","Ich habe die Zahnbürste letztes Jahr im November gekauft, leider ist sie jetzt schon nach 6 Mal Putzen alle und blinkt rot. Ich war bisher sehr zufrieden, aber finde dieses Leistung dann doch etwas schwach. Sonst ein gutes Gerät","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&filterByStar=critical&pageNumber=8&reviewerType=all_reviews","null"
"1582055879-1383","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","babydoll90","Vereinfacht das Zähneputzen","12. Mai 2017","Habe diese elektrische Zahnbürste schon einige Zeit im Gebrauch und muss sagen sie hält sich wirklich gut. Akku hält ca. 3 Tage, die Bürste an sich putzt gut und erfüllt ihren Zweck als Alternative zur Handzahnbürste zuverlässig.","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&filterByStar=critical&pageNumber=18&reviewerType=all_reviews","null"
"1582055888-1411","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Samson","Der Akku macht sehr schnell schlapp...","15. Januar 2017","Nach ein paar Wochen, muss der Akku jeden zweiten Tag geladen werden. Was doch sehr ärgerlich ist. Die zwei Sterne sind für die an sich gute elektrische Zahnbürste. Die ich mir aber nicht nochmal dort kaufen werde.","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&filterByStar=critical&pageNumber=21&reviewerType=all_reviews","null"
"1582055857-1318","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Marco_","Nach 2 Monaten defekt","27. August 2018","War bereits nach 2 Monaten defekt. Nicht kaufen!!!!","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&filterByStar=critical&pageNumber=11&reviewerType=all_reviews","null"
"1582055896-1449","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","sheikhu","Produkt defekt und Rost","26. März 2017","Das Produkt ist nach 3-4 Monaten schon kaputt gegangen , ist leicht gebrochen , obwohl ich es ganz normal benutzt habe und dazu hat es nach eine weile angefangen zu rosten. Ich bin echt enttäuscht , der Verkäufer meldet sich nicht mal , ich denke man hat auf Oral b 2 Jahre Garantie .","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&filterByStar=critical&pageNumber=24&reviewerType=all_reviews","null"
"1582055838-1264","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Kev","Nix für die Ewigkeit","13. Dezember 2019","Leider ist die Zahnbürste nach 2 1/2 defekt bzw. Der Akku platt aber für diesen Preis meines Erachtens trotzdem akzeptabel.
Putz gut und die timer Funktion klappt auch prima.","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&filterByStar=critical&pageNumber=6&reviewerType=all_reviews","null"
"1582055863-1331","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Vikrant Srivastava","Good product, bad durability","5. Dezember 2019","Stopped working within the year","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&filterByStar=critical&pageNumber=13&reviewerType=all_reviews","null"
"1582055863-1330","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Slider31","Rostet nach 3 Wochen","2. Februar 2019","Habe inzwischen die dritte innerhalb von ca. einem Jahr und auch diese fängt nach 3 Wochen an, oben am Anschlussstück, zu rosten.
Werde mich jetzt mach einer anderen Umschauen.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&filterByStar=critical&pageNumber=13&reviewerType=all_reviews","null"
"1582055896-1444","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Amazon Kunde","Sehr schlechte Qualität ich bin sehr enttäuscht das war schon mal besser","7. August 2018","nach NUR 1 Jahr der normalen Nutzung ist die Zahnbürste nicht mehr funktionsfähig. Der Akku lädt nicht mehr auf und die Zahnbürste war nicht mehr auszuschalten und machte als ich sie auf die Ladestation stellte ganz komische Geräusche. Ich bin sehr enttäuscht von der schlechten Qualität, noch dazu in der heutigen Zeit, wo man eigentlich darauf achten sollte dass die Dinge länger halten damit die Umwelt zB durch den Elektro Schrott nicht so belastet wird. zu 99,9 % KEINE Kaufempfehlung","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&filterByStar=critical&pageNumber=24&reviewerType=all_reviews","null"
"1582055890-1423","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Lothar Finke","Zahnbürste Oral B","27. September 2017","Die Zahnbürste hat keinen Timer und auch keine sonstigen Funktionen.Oder habe ich die Funktionen noch nicht gefunden? Bitte melden sie sich einmal.","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&filterByStar=critical&pageNumber=22&reviewerType=all_reviews","null"
"1582055860-1328","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Patrick B.","Satisfied","1. Juni 2019","Ok for price paid","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&filterByStar=critical&pageNumber=12&reviewerType=all_reviews","null"
"1582055866-1345","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Renate Scholtz","Klassiker","7. April 2018","Die Handhabung ist gut, es ist ja die ganz einfache Ausführung
Was mich enttäuscht hat ist die Lautstärke. Ist nicht wirklich das was man am Morgen haben muss","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&filterByStar=critical&pageNumber=14&reviewerType=all_reviews","null"
"1582055836-1254","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Martin","Keine Andruckkontrolle!","4. Juli 2017","Entgegen der Beschreibung hat sie Keine Andruckkontrolle! Wird bei festem Druck auch nicht spürbar langsamer. Nein keine Andruckkontrolle!
Sonst prima Produkt.","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&filterByStar=critical&pageNumber=5&reviewerType=all_reviews","null"
"1582055863-1337","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Annika Alter","Gute Zahnbürste mit mittelmäßigen Akku","16. Januar 2018","Zahnbürste macht einen guten Eindruck, eigentlich wie alle von Oral-B. Nur die Akku Leistung ist bei Panasonic einfach besser, hält fast 2 Wochen ohne Ladegerät. Bei den Oral-B Zahnbürste muss man es immer mitnehmen.","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&filterByStar=critical&pageNumber=13&reviewerType=all_reviews","null"
"1582055894-1437","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Der Jogi","...wäre da nicht der Akku","18. April 2017","Ich habe mir vor Kurzem die Oral B Pro 600 gegönnt und bin von der Haptik und vor allem der Reinigungsleistung des Geräts sehr begeistert, die Zähne fühlen sich spürbar glatter an als nach dem Putzen mit einer Handzahnbürste. Gut dass ich die alte Bürste nicht voreilig entsorgt habe, denn obwohl die Ladestands-LED meiner Oral B noch nicht einmal in den roten Bereich ging lud ich sie auf der beigefügten Station auf und musste feststellen dass das Aufladen des Akkus ein äußerst langwieriges Unterfangen (ca. 20 Stunden!!) ist. Für jemanden der sich täglich 2x die Zähne putzt definitiv zu lang! Entweder unterbricht man den Ladeprozess um die Bürste zwischenzeitlich nutzen zu können - was zum langfristigen Erhalt einer guten Akkuleistung vermutlich nicht gerade dienlich ist -  oder aber man greift alternativ zu einer anderen Zahnbürste um die Ladezeit zu überbrücken. Ich entscheide mich notgedrungen für meine alte Handzahnbürste.

Es ist für mich nicht nachvollziehbar dass der Hersteller Braun noch immer solch veraltete Akkutypen verbaut, noch dazu im Gerät fest verlötet. Ein Austausch dürfte somit ziemlich unmöglich sein sofern man nicht technisch sehr versiert ist. Die Ladezeiten erinnern an die Anfangstage der Akkutechnik und sind keineswegs zeitgemäß, noch dazu in einem Gerät welches sich im täglichen Gebrauch befindet. Diesen Umstand sehe ich als großen Kritikpunkt welcher mich dazu veranlasst zwei Sterne abzuziehen.

Nachtrag vom 15.07.17: Nach nur 3 Monaten Nutzungsdauer stelle ich nunmehr eine deutliche Abnahme der Akkukapazität fest. Musste ich anfangs alle 7 Tage laden blinkt die rote LED mittlerweile nach 5 1/2 Tagen. Ich fürchte dass der Akku die Garantiezeit nicht übersteht. Für mich ein NO-GO!","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&filterByStar=critical&pageNumber=23&reviewerType=all_reviews","null"
